# index	path	equivalence	max-channel-error	provenance	decoded-rgba8-sha256	encoded-sha256	alias-identity	alias-target
10	col/col_pink_hi.png	pixel-exact	0	analytic	da97c4547c0000c0e3b6afba6bbed63c835a948d33bcd05b99e221089046d8da	b7b9d9f30476e991f32ae9d87f3ba7b3344612218e75e2d97e36a956998f2d5e		
11	col/col_pink_lo.png	pixel-exact	0	analytic	1bb99fc585c20416a309baba9cc25fe4031fd3be38a6d5eaa31b627bedc28a8b	cd3e9e311be047f52ab54049199c6c336b8f22aaa62c4f429e9f70993a82aab7		
12	col/col_red_hi.png	pixel-exact	0	analytic	0bcc07de1631aa0395013f35790f719bd754f61e4bb2847a86fdc2365d3d8d63	4ea696701145dfbd00c6ecc2ff6982e1c6779fcfe6adc5668ce8a1cb6b841384		
13	col/col_red_lo.png	pixel-exact	0	analytic	571b2764451a2bb5c5c4cebdd6a62e2e87aeb9020dc062f99183f639c584d8bc	16db005bfb56e58fd9a874b1beb6f6dd5de6da37cb29f2f8e1c4415ca7f92660		
14	col/col_yellow_hi.png	pixel-exact	0	analytic	dde6bc7b9ee85fef4bd15c4e7c3e65565faad0829d32c2b7ceffe953840ec9f1	dcad140910c833f8036f26facb54538bdf3f4083d68fa8ba752561d5cc6e9d92		
15	col/col_yellow_lo.png	pixel-exact	0	analytic	910a01cde437d4676e66a9effd54743c2c7c0163d1afae23fceb481d1848b374	39b5b1d1980dcfec8ddd7881b2f32043f77bfc021be059348f07c5caa5e4b5dc		
16	Gradient Layers Alpha Maps/00.png	alpha-only-exact	0	analytic	c309c3c52f133fe4d512ad22fe3f214b0c881dd6e4f0a56869703eedc98398c9	f50b52047bf3ad1a54d194e5a811f34e93a0971d89ac4d8e7db7cca658589c69		
17	Gradient Layers Alpha Maps/01.png	alpha-only-exact	0	analytic	6a5459dcc36c8ffc84bc6b80860c5b588a9b2ea6cc462b13d5bd631df57ed7b4	259e84364f9ff4cc32807a01f1563be3fdd616fc83fcac3de22bfb270e68c0a8		
18	Gradient Layers Alpha Maps/02.png	alpha-only-exact	0	analytic	da820120f584ad1e3becce5ce6ca597e90b4a432226298ab6269adefb6283d71	70582eb8a41502ac72ba80a32cce976cf70f3fdea3644977b775af653dd0bde9		
19	Gradient Layers Alpha Maps/03.png	alpha-only-exact	0	analytic	9b52bfde6d919ba7e1d53dd3c0b5e99c7a9701357cff7f852d913e5931035db5	0d80a91b9a78b00adf495b0ca222921ed61a9fad99902f56b2d3b683bd882922		
20	Gradient Layers Alpha Maps/04.png	alpha-only-exact	0	analytic	bf01ccefaa0b75d19e03aba185e6fe509faade9fc3bd8d9fbf5a0bdea5586b1f	6e019b706f70f7155e91f1025fcdd74791a396bf6d38a28e8b0d88398aa82427		
21	Gradient Layers Alpha Maps/05.png	alpha-only-exact	0	analytic	44f3f6f8d6b573bca3d02d12d097d1f30fa4f82ad73d196031f9dab2bdca62bb	40ddbed4987d496a703250377b6dc6b5944e6dc0c1463f71bd26f2d393b9c90f		
22	Gradient Layers Alpha Maps/06.png	alpha-only-exact	0	analytic	3c671341e9a290dcedd2cb7d5913c58baf7c031bcb72b50558a70334d7ab0fb7	45f36625d46b6d4df3b1a3255ce80e04fed108129472bc73bed85a00c1c7e041		
23	Gradient Layers Alpha Maps/07.png	alpha-only-exact	0	analytic	460165a4f292997d3e55016cc4bed89c8ff7053faa8233a4bc6810cc2c98871d	c9fc701e89287e94339d81e0a43b38a876b6c7dd2078cf766021a2493da482a4		
24	Gradient Layers Alpha Maps/08.png	alpha-only-exact	0	analytic	ead0a4c86c470503f29711e71f2afb05e09617ec51dc58dd3f23d05c9295df5a	158e99f4337178b0af9024766b99b7b72a9dc19afdff07794d65a4a3343cb988		
25	Gradient Layers Alpha Maps/09.png	alpha-only-exact	0	analytic	23a44067daf916acc97ffc8262539bf256dc00f56cc9b9bd31074b17c0885e17	b16acb74a42c4fdfa993c261c093d87c16c3987357ca3e77344d4b6b31971c61		
26	Gradient Layers Alpha Maps/10.png	alpha-only-exact	0	analytic	5739db07cc553d49a9e4256219f92718d97ae6b60872946ac0aea6bca473b37c	895a951eb2717f022ebae16ae0d0c2a1cbe301d2ae983040c7cd7bfbeaeb26f1		
27	Gradient Layers Alpha Maps/11.png	alpha-only-exact	0	analytic	0a0f4905c19d11deb00bef25f16ad92deabd8553714c1f944d07d552307b2888	0902ed63ea7d6a5f588f5852d9413d064c07ecc2348a843ef921445675762097		
28	Gradient Layers Alpha Maps/12.png	alpha-only-exact	0	analytic	5b90305918d61a06b924ad59444195480cd3320d1ccf1fdbaa5f175d94757a04	8dca39365e725b638b0875baed88e40ad63ae8ee7d406482919cc9e8b8ff55f2		
29	Gradient Layers Alpha Maps/13.png	alpha-only-exact	0	analytic	b57222b83916a9f5432da88155bf3b8b25ef43a4ff37b1900ea4ac7a1bed9e86	6d7d16a597c8bdd587602eb79d3c214935d3ea6f08c2a157774bd961482645e6		
30	Gradient Layers Alpha Maps/14.png	alpha-only-exact	0	analytic	3578f3b9d3d837123a5759949adc099358bd21c853e0e5ab7ff867bd2f8d4835	53e48ec517cd173c05f33ff832904f3fdbaff5bd6f586d088a71bca0ace092ee		
31	Gradient Layers Alpha Maps/15.png	alpha-only-exact	0	analytic	dac82107d980410d6a0eb6bc046854653fc650982a6740255d884967f6db9fce	13bbc4c9ec80092901bab79aca059371e74fb723afd36e146b7472b02a06cdce		
32	Gradient Layers Alpha Maps/16.png	alpha-only-exact	0	analytic	5aaefa2ef9fb9f99ee0c392c402aee22cf0d2a270f339f2e261b4bb9927c9ae7	1d32df1d75ced8b80d2de7cfa174477cbdb2c9b2db8982f826ad20ad810251f9		
33	Gradient Layers Alpha Maps/17.png	alpha-only-exact	0	analytic	f13688273602449da70cd485b41038c68ed3596591c878581165c33fc6749919	77d4dddcedd733f24839fb325acda4abb6d1a7022ac12b54664715eb6e14f518		
34	Gradient Layers Alpha Maps/18.png	raster-fallback	0	raster-asset	a8b04d9d433803b3eaa7e79478170af6532c200685aaf109472dcbe493b33635	eb3e80bec73c5bc08282f843b10d737d124ffef88ab259ea4eeb5e37380e43a3		
35	col bin 2/bw/col_black_1-grad00wht.png	raster-fallback	0	raster-asset	09f9345fb31c6d1e890548f73c910317ef786b6ece400e4499d29c737cf68f53	9db925cc49d1032eae0cc6d88e6466e2c440dfd616c5a3495573b5320bc062dd		
36	col bin 2/bw/col_black_1-grad01wht.png	raster-fallback	0	raster-asset	b5e24bab2c6da34ef5444c8d49804ec4260676f720f84fb491477463f22b9918	d5c6c5da67e8d6a9d6504957d0d41a4e16c4bf4b3404db8ee6ef7897f8986d82		
37	col bin 2/bw/col_black_1-grad02wht.png	raster-fallback	0	raster-asset	3d8f5ae0bf8e99bc3988e28bf5a36b7b3c5b99801c63f287306b401079f953cd	fca1a2a8376b7b5a1dded274941f72ffc03c9fc0c0efbe5950a5d089c58deaf8		
38	col bin 2/bw/col_black_1-grad03wht100.png	raster-fallback	0	raster-asset	0a23fa46889f8b9b3f2921d1c274cadc82d9930e5e5c06afd814bcf71dca1c60	02a36b32f92654a7c7eb5e771cf4eedd2c6531b8f7553e01b5fa71e18835d99c		
39	col bin 2/bw/col_black_1-grad04wht.png	raster-fallback	0	raster-asset	51e6369237293a9580a7caf896531e640341c5d7a1132f46d423c3eb19a7cdaf	6ba680c19aa46c24c99b06a2fb6dbc50d9341dbaa7e446930adce76bca5633ab		
40	col bin 2/bw/col_black_1-grad05wht50.png	raster-fallback	0	raster-asset	e93bed68e77ae7f207d5285534a87a6f63de547e792c6470747236ad6c3246b9	c5cd582ed1210163dab73c157bd42664d17f8125e2d80a2e630d8205cb563c03		
41	col bin 2/bw/col_black_1-grad07wht-rotCCW.png	raster-fallback	0	raster-asset	042a5199bc149864f5cd3a40e3c535e3fc594b29ce84abe2cd812d1545920524	31e20919b6976495ed2eedd024c00b8478acf3949a2b8bd37c812110fd46ac80		
42	col bin 2/bw/col_black_1-grad07wht.png	raster-fallback	0	raster-asset	56938f4bb6afa23227df8cdf1b26bea7a9185f09c9e4dd2d08c99394a4c8fc17	8b3f3db7f8d053a458f9092a773fb9a7f13f97a6f05da716ea051f86e0c4edd6		
43	col bin 2/bw/col_black_1-grad08wht100-rotCCW.png	raster-fallback	0	raster-asset	62df61bb6e00805235b0711d5f0380aa8bb1a2e39c5050096c33cd2b40464146	478351be93f78feb0b75973c0af0f14cac67670ee14b6973b32e24e1af74144c		
44	col bin 2/bw/col_black_1-grad08wht100.png	raster-fallback	0	raster-asset	b3fb3e260890c504e02788825ab740f55ea66dcb775b98e6c8818d40899c148f	a8be8e73190ee8410eeb75b9c7025490095f0b78784e9801432995d11bb7e6f4		
45	col bin 2/bw/col_black_1-grad09wht-rotCCW.png	raster-fallback	0	raster-asset	29d050681818104c8a693bd5d69960c519c15af2b12a747e5794e7a9a65001bd	3789e601f85697a6aa4981117c0a57e515a8760118291762c1dc44de14e40589		
46	col bin 2/bw/col_black_1-grad09wht.png	raster-fallback	0	raster-asset	e088bd1379213ca0cfe19cb5330e4ee70d2d2f75379db58c23465729d6cc3f71	9973c2dfb5773fe7e3acf7490526b275cf8131169ea4c56761280547e6973b22		
47	col bin 2/bw/col_black_1-grad10wht100-rotCCW.png	raster-fallback	0	raster-asset	7866f8474f99991bc475a5631f023ff64524c4817a4cda678bb83559bd9bac2b	861eb5db144f8eb2d22ee74d497eeba67898ede28bb69cce0459e32eacb37fa3		
48	col bin 2/bw/col_black_1-grad10wht100-rotCW.png	raster-fallback	0	raster-asset	efe54893fe7cbbcf6d308057e41d871f4c74aeb311134be741e3c211cfdc2ddb	ec1924cb6d025d363f81c57427fbc0bc5b2b2478fde4a1df6cd13722d6741cb4		
49	col bin 2/bw/col_black_1-grad10wht100.png	raster-fallback	0	raster-asset	a31e296f9af682e16c94ca9bbcd7e1374103c17f56f1eea14922a16bef8a4ab0	8286d753808e952a3ae339f94f8f52356956747ccfc068ce3de4b4bd618ed7fe		
50	col bin 2/bw/col_black_1-grad10wht70-rotCCW.png	raster-fallback	0	raster-asset	740805c53591e89afceb360890253c476d93bb24cf49c1b150d78e7d774a53ef	8a620cce979eadbb561d7fb990a6a1ebe70e7501cfc71fee519291d852fe8be4		
51	col bin 2/bw/col_black_1-grad10wht70-rotCW.png	raster-fallback	0	raster-asset	aa1edd578e201c539251899233b6067c183dbfb8c605ffa9019ba97f6ec2b05e	5c9568be47a2fdf8ed5561040af755cfe413458f7987c6fe98388bdc37383724		
52	col bin 2/bw/col_black_1-grad10wht70.png	raster-fallback	0	raster-asset	702258636bd0dfefef0d8488af59b2b98c2c55b4646ace1512df8f36fcf35f08	7d812a5aa3d7313bbce97a1c7501b15746f0236a072234488eca2df2e26bfd10		
53	col bin 2/bw/col_black_1-grad11wht-rotCCW.png	raster-fallback	0	raster-asset	e85fcef006e2856af15c0217184e5921dcc3f85cbaa8de823e8cf3b12f374f18	f39bfc414772c8df1c6344235334417cbfc986e75b84ea42d6d3b96442f9c27f		
54	col bin 2/bw/col_black_1-grad11wht-rotCW.png	raster-fallback	0	raster-asset	ed6e7a2f0a81693cd40c780e94ab5c1513a8324f818d6bd9e7071e45ad4edb56	5a17752b44d738ba6769802b1d8084e86ba9b836aee232050e3c46f264af2e62		
55	col bin 2/bw/col_black_1-grad11wht.png	raster-fallback	0	raster-asset	d667f18d27fe47e6bb4d0aa5b5f06f729e54abc827ee03384959b2e8172e3ce0	88df92c9dc2e5057b7706e6bb846d50378b179aa44d4e0f6b881715af2b3e06a		
56	col bin 2/bw/col_black_1-grad11wht60-rotCCW.png	raster-fallback	0	raster-asset	09f7117ce94abf68cb0bd829e4d7d91e1a4be0cfaf723817802332aa6c0ba8c5	f935070879d2f2b476ef6c90aa613399e901fb73f68e7f2f6dd683e5c9c24841		
57	col bin 2/bw/col_black_1-grad11wht60-rotCW.png	raster-fallback	0	raster-asset	496ed0425c6cef24be7b9b42a44563c0da14f66b6adb61903988b7436425a21a	479a4dfccf553f0de2c894b1e1094b91278696c3b9e9c1a740bd1f761e23994a		
58	col bin 2/bw/col_black_1-grad11wht60.png	raster-fallback	0	raster-asset	78f5868e783a5d09bf27d52aa754e366f542dcf20d660c13eb032e0545f9092e	34a7f1c1ee6ae3f129d7e50a319b6af8b9263a58c9a57887c0e0af405420849c		
59	col bin 2/bw/col_black_1-grad12wht-rotCCW.png	raster-fallback	0	raster-asset	f29d2f4011a5ffefa83ea287e2ef06e7fe283ddab93a1f0820a3a831caf1f980	cf9fd918744b8140653a5e8b4b9abfa97520391a84e9d75244871af141a20716		
60	col bin 2/bw/col_black_1-grad12wht-rotCW.png	raster-fallback	0	raster-asset	ed0ad80fbee247172c766ab7ef90a7fa818e12cf6897afb7d4439f77bb84c672	863a4911f9be98896d5f3c04ab81bb0e2d96211c9dd3f0d82e3e507a8aaf890a		
61	col bin 2/bw/col_black_1-grad12wht.png	raster-fallback	0	raster-asset	5f07d9e67195f80455befc2af100ab42ccbcf8ad19dff480c1756ca0583a562b	69ffb73ae23d7cfc22565f05c5cdd2d186e56cd3079f4a33e21b52e52c5e1e8b		
62	col bin 2/bw/col_black_1-grad13wht-rotCCW.png	raster-fallback	0	raster-asset	371772870f9f24971d92901e3fae8e64c9e939e0184c2e306e2aaf47adfa5477	a491797ad158c18b1aab4376d568a270c684035e530917d2d9e9121f28bdd694		
63	col bin 2/bw/col_black_1-grad13wht-rotCW.png	raster-fallback	0	raster-asset	09e95290786da43ae556211555fa80577f70bd40c1960aa42cb3f634907f01a7	c28475ff982e5cd95039cbe3e13383e21f50a0fba73cf08e4c2133f75ef3cec6		
64	col bin 2/bw/col_black_1-grad13wht.png	raster-fallback	0	raster-asset	90185a7701f6196f32b92cb9b93a61628147002b4303f44853056447884a1362	8a36047e2eb75b2ae032171d79369f741e0ab917249be5586ed9ad12e1cc3bfb		
65	col bin 2/bw/col_black_1-grad14wht.png	raster-fallback	0	raster-asset	65b3ffb2dec1210bbdcfdd05c18f0a21f223caaea463b1938c1ac27d8a593a37	e8f2abaaecf98b66f271fa80c1010a34df9608ce37e64e4568e15a59dcd0ca29		
66	col bin 2/bw/col_black_1-grad15wht.png	raster-fallback	0	raster-asset	d49d8a33bbaf1fad945e3419bf4131241dc3e5362eb57abf40c443a36b6a8224	524de15c137d23d3f565346d3199501e4136c16fec0f0258c3ebe0bddfd8ff09		
67	col bin 2/bw/col_black_1-grad16wht.png	raster-fallback	0	raster-asset	e66a07c7f42861e4963f4a58a0a39ee26b77e980a94bbe9ff9f4a790bd0ece17	455e82a3bdf5af6853eb3105c48a9b087834f3d6fbd73b293befd9001c2298a4		
68	col bin 2/bw/col_black_1-grad17wht.png	raster-fallback	0	raster-asset	e9cbc300b7c98aeae7c64f7eae2caf0979b9eed0e148a5d8b6603f3c128fc99c	ecc7c886cd75819398481856a68408f4c90262fbc27f8edfc3fcdd03bc7653c9		
69	col bin 2/bw/col_black_1.png	byte-alias	0	byte-alias	62fb561c59d0cea247fc588f3311ee665375f35d8675b186e2792cb7dfcff88c	953d1700bd27cfa3f776bec89360c55b7bcf094132fb16394cb172e5f5edc16b	bytes	col/col_black_1.png
70	col bin 2/bw/col_black_2-grad00blk100.png	raster-fallback	0	raster-asset	45b6e3b1da89028e568300fe8b924c80824e71a1af24fc3a4793b9323f05c818	42be51c8bcab8a32d839c3916dde0692cb3333387e2f42b0bf1c8ebd3cb2af88		
71	col bin 2/bw/col_black_2-grad00blk25.png	raster-fallback	0	raster-asset	ae258184853402e3b0e05d58c81e2773d7bf13ac60afbb57c8fbfcad2ca01812	b79383f9cd333affbe4a9b33e22f0dae3fefdeba26beb7005db3cb7a3d97456d		
72	col bin 2/bw/col_black_2-grad00wht.png	raster-fallback	0	raster-asset	b07d17331da37ca0616629faf0c73058ec20c4bd2b51eea7b99610a1b357d4c8	eb4e40d2b402fb8fc3cf3c70e8b6ae6b71b934ec00568528968bd88a84f6f731		
73	col bin 2/bw/col_black_2-grad01blk100.png	raster-fallback	0	raster-asset	85a962896dc50692c12715d50389bead56429a1422bfc8b5d13b786952a633b1	d93b4df55bc5c057a01195b13c91be27038e6c3ae7f3b2873814fd0141af500f		
74	col bin 2/bw/col_black_2-grad01blk25.png	raster-fallback	0	raster-asset	4e4a3728be6939c09a06896c58028b1c8080bc7057c230df45351c4ff80592b2	9acdcab9dfe7412ff346004ef2075f477f4ebbcc24b98d0acd77e060de5534b5		
75	col bin 2/bw/col_black_2-grad01wht.png	raster-fallback	0	raster-asset	fad17b5089ea043bbff8425cc8f6dd4f42baa9e56a1ea6e17711cbcc273fc98c	4dacc0664568c213e70bdd73c2781a82ae6b0acf47be461421f0adf37c2e751d		
76	col bin 2/bw/col_black_2-grad02blk100.png	raster-fallback	0	raster-asset	03e6305f03132f453cbe40d551a154b7dfd3918a6d613a3e627e8ee868fbfb9a	6eea0b34c0ec7df90a3a09077a958e9d4c6079c604c74df372080c395ba8b526		
77	col bin 2/bw/col_black_2-grad02blk50.png	raster-fallback	0	raster-asset	987f115be219ccdee6a715498d039f3535527130dabe284a5eb1d720d31f930f	9952121a52e56cc0208e5a9d9054908a4a504b6780d09ecd672cc6257b229c8c		
78	col bin 2/bw/col_black_2-grad02wht.png	raster-fallback	0	raster-asset	e897b94f0e44ec1dced6023004629a8f374597167d04c9ed9bb5b04bcedea5a9	599862f82e297a8921604ddc83528f9e9a4569dd4c855d270f3dab178973699f		
79	col bin 2/bw/col_black_2-grad03blk100.png	raster-fallback	0	raster-asset	d618c74745c0da1f2440b24abe3be57cb52e675129948677ad020fc564009211	8c1a64a171db2f0992c2f4ff30fe4636d0439d801b6ce4de630b8e2dd4c9ef16		
80	col bin 2/bw/col_black_2-grad03blk25.png	raster-fallback	0	raster-asset	17edfad59ee2b5f353f7c9dbb8dd54a65c0f823327d10365643c2897ecd2dcd5	a58356e0f1f285cc1c8a7ccfd4d86af18c701b0848461a90f759e8512763d4dd		
81	col bin 2/bw/col_black_2-grad03blk50.png	raster-fallback	0	raster-asset	dd63b47dd4353282457e7eea1161f6dba4dac52742475a7f1c602cc809480720	6971d3a24b62cc95133c9768d58ba2df42b36ddb4775a8edff5223e8f02723b3		
82	col bin 2/bw/col_black_2-grad03wht100.png	raster-fallback	0	raster-asset	ec09a5ca154c89c474f6966df20af137d79bfa411766b6adf0e4b79b4b50dea0	bd8f17328629dde0e6748b5f364eb4e3a667e1facb1ea986218a063079483bf2		
83	col bin 2/bw/col_black_2-grad04blk100.png	raster-fallback	0	raster-asset	ebad620c6a0a048f253aa3e41444156ca091d47f5c9c0e89251c17a13e3e4a99	b0c1c7512ac22c89cd8540d593e1711f261f9aae4a7530d93da490c4e5db8d9d		
84	col bin 2/bw/col_black_2-grad04blk50.png	raster-fallback	0	raster-asset	fbf4e54a7c6c08784a7edc725a18f385194e4b6a89871ef2f9f5b1699a809d6a	c39d4e10ce2a601ecb6daa3588b61ff088ad5688bedda312b463c92555673439		
85	col bin 2/bw/col_black_2-grad04wht.png	raster-fallback	0	raster-asset	d304d3d48f885a1fedbf68df03cfbb207455666466238f018f9197ab9c1f2f23	24206949f9dad37c5d8340eb3457dc7bd99c4c7ef1891d4db3709f2a1f952369		
86	col bin 2/bw/col_black_2-grad05blk100.png	raster-fallback	0	raster-asset	ed98bf922f846542a284dc15689d3902e00695ce9f6e320ab306f51bac1b50f6	b51f82c3dfdeda6875ecb5f6d3a6544b959fac02d5bb2b26c20eab7f5a09d70f		
87	col bin 2/bw/col_black_2-grad05blk50.png	raster-fallback	0	raster-asset	9afe402608a0fcf81d60977d178de14a6c146331186efc18e6f482f0019abfa7	6e855b52d15293381c382dd34db1252f5ba6ce7a075fa31dbd6d6db3df2cd200		
88	col bin 2/bw/col_black_2-grad05wht50.png	raster-fallback	0	raster-asset	72e51d58ee6f55c71d0f91295d916da7f5b3ae770617b2758cc6e98e4bc034f2	11aaaf85eba3be7a8cbfc746ab8064b73342043de0d2570e71cfdc8605d182c4		
89	col bin 2/bw/col_black_2-grad06blk40.png	raster-fallback	0	raster-asset	1c1c6f66d61e810c0b1141d647e3349c7229a8da42a2d1ea8533ccc99fd45392	56314126439b0922f1207b31c9687b3f9fff8a6b0252813e2de7caa88b57834f		
90	col bin 2/bw/col_black_2-grad07blk40-rotCCW.png	raster-fallback	0	raster-asset	72e0c84568b6fe646137d8f5f79b2449cedc78bef9c04da0b8d39dad4c9273c7	51bca93dd267cdea39218ec10eaa84f32f5e2b5761dc82a12b9f7a46ea66751a		
91	col bin 2/bw/col_black_2-grad07blk40.png	raster-fallback	0	raster-asset	f17d717191081cabe02db6ea9cf706fc492a4ed612a31c8a97e4cca53ebaf211	04ff0d68fc63d7ac65f4543a6a3bbc5ee9dc76a5de2ce2aff6ca8b30fe0abd7c		
92	col bin 2/bw/col_black_2-grad07wht-rotCCW.png	raster-fallback	0	raster-asset	f4743d810b89c10b137162c05c30ce8ba92bced6526b3ce393ff13e0c225261d	c721a4c369982e86f689f0c3570a6c279592849e57723d9a60622ef4ace30476		
93	col bin 2/bw/col_black_2-grad07wht.png	raster-fallback	0	raster-asset	d9e160fda2443ca2dad824bedb2b2123eaaa6cd3d2116e81be36a861284cb639	1dd804b84ff178734b83e6096948ee3c4cb7e9e35192671aa11d485ec37d0e98		
94	col bin 2/bw/col_black_2-grad08blk-rotCCW.png	raster-fallback	0	raster-asset	132ca70ebb450daef792f08a90f6a81b8e969bd65e77bab4d4282bf9f535575f	fc83324a4611bf6098a39f71a577023a5fc88246c35d363b892bc3dbdcee319c		
95	col bin 2/bw/col_black_2-grad08blk.png	raster-fallback	0	raster-asset	97d82cddcda627f19c6b48681856d580992d13b7e5712b45405d464b60a171e3	3ca0a89a73d27f0a71d7cc3bbd70c00411a266a88b92285543d9bd1294814462		
96	col bin 2/bw/col_black_2-grad08blk50-rotCCW.png	raster-fallback	0	raster-asset	dc956ef7bdae9c292a7efe1853879df6d6c20c49b01838599bae1d33d1f986af	2e1fbbcfdb1a863bd664c528ddd1cce6bf7037dfad4b43266ee8bee4c0d5938f		
97	col bin 2/bw/col_black_2-grad08blk50.png	raster-fallback	0	raster-asset	a9bc24f79785a656c8f397f66040c8a743a800c9f071679ba2fc2894869bef2b	851dc4e0209b07581b2d2dc2282d85d601abcc897261ad643b9f9eded72ede62		
98	col bin 2/bw/col_black_2-grad08wht100-rotCCW.png	raster-fallback	0	raster-asset	a3879b2f57d00daf62b9b4f4fd8f5804bfecf73b79cba4ae131fab2d9ad0242c	c464eae20109361b2897aacbec76763ba5df81699ba5c55198a92637bc7194d2		
99	col bin 2/bw/col_black_2-grad08wht100.png	raster-fallback	0	raster-asset	d12c9a1e68bb5059cff9e9d6810364916a9024b1597577a1a83ee644ab2e1c8e	ba89d9d88b60b72fb2183a467397f9aef2afca8760668119124e93c5df4e709a		
100	col bin 2/bw/col_black_2-grad09blk-rotCCW.png	raster-fallback	0	raster-asset	e722269255cab2455a39b916fbad0d6ee8017c439688af7fa8c30671e16bd7f9	655883ebe0a21a010c288f652bd2fb6892216b568b3d8fbe0e64398a71a06324		
101	col bin 2/bw/col_black_2-grad09blk.png	raster-fallback	0	raster-asset	0f047348457eb785f155abad00a03050971bf5a7118ee57bbca5709829298d7c	3d28bbf6744f1d1783da204161b9962a824413dd46e681975ecb8fc15fe02a6f		
102	col bin 2/bw/col_black_2-grad09wht-rotCCW.png	raster-fallback	0	raster-asset	98588a6a6b46b973690e5ff266853e93731eb777410d32127518a013cc2ac970	384240d884920ac01efd0119c6ab0f15424c7ce151995bacd1bc6517330e3753		
103	col bin 2/bw/col_black_2-grad09wht.png	raster-fallback	0	raster-asset	82993077ffebb116831c550e7a7c3575d7d182ee5c7236d1b61023667e5579d5	c8f8d12625229e14bda4466195e164c5c0c5aaf642194f7ee28252f5e538ec4b		
104	col bin 2/bw/col_black_2-grad10blk-rotCCW.png	raster-fallback	0	raster-asset	d7023ed0463dd0438e4b1e5242479a0662bf9f68065e7492a5b50db25b16398b	a1f245fe0d6d0b53c12cf7e91ecae2b181fea7ef37192cc80ad9102886ca10db		
105	col bin 2/bw/col_black_2-grad10blk-rotCW.png	raster-fallback	0	raster-asset	44641566af956e3152f629fdf16f0e044bee78da7aa1387de54762d9310b97e3	3b6811362d890302b75fb68c850402ed5c6645e6ac738ea7a65b26b249fa7f20		
106	col bin 2/bw/col_black_2-grad10blk.png	raster-fallback	0	raster-asset	3fbb91a57b6c8593af6f3a33d057984ad4ca787537e9a96c646499b7623a49e6	95e7fd589d5f6e2c547a1fbd67f6441ddbaf6dcd449dbac004f2518cf5993fea		
107	col bin 2/bw/col_black_2-grad10blk50-rotCCW.png	raster-fallback	0	raster-asset	0b548385b8dd105a563d72a0221bd5f66f96083466d512737202f4552e16a5d6	19eb60c309571bb9af0b3506b08a1707bcbfd46474ab856f3519d3cab0fe5c53		
108	col bin 2/bw/col_black_2-grad10blk50-rotCW.png	raster-fallback	0	raster-asset	1214ec3cbcd0d8f2b93d9284cab93a8ea67eb8428e5bd93e654a6868663996ee	d8c62b1b1bbb06d8667640000b4a107d44e6ccf871b98c5b48182e49e8dce957		
109	col bin 2/bw/col_black_2-grad10blk50.png	raster-fallback	0	raster-asset	69e532bfc3d6a9f7bcc79133d940936609e80876aae6ea9dd71da781034f2bdc	159830b8ea773450659a2b89b676f0f7036cd5d2d1ff390116f306dcec6493ec		
